0,13,22,188876,40,4,9,13
0,14,0,884899,20,2,10,12
0,14,1,119129,20,2,9,11
0,14,2,488448,40,4,6,10
0,14,3,488448,40,4,6,10
0,14,4,237908,40,4,4,8
0,14,5,237908,40,4,4,8
0,14,6,773422,20,2,6,8
0,14,7,376853,20,2,5,7
0,14,8,664156,40,4,11,15
0,14,9,664156,40,4,11,15
0,14,10,104632,40,4,10,14
0,14,11,104632,40,4,10,14
0,14,12,694704,40,4,9,13
0,14,13,694704,40,4,9,13
0,14,14,667285,20,2,10,12
0,14,15,389020,20,2,10,12
0,14,16,343724,40,4,6,10
0,14,17,343724,40,4,6,10
0,14,18,879513,40,4,6,10
0,14,19,879513,40,4,6,10
0,14,20,460778,40,4,3,7
0,14,21,460778,40,4,3,7
0,14,22,476531,20,2,4,6
0,15,0,654059,40,4,2,6
0,15,1,654059,40,4,2,6
0,15,2,279867,20,2,3,5
0,15,3,322573,40,4,1,5
0,15,4,322573,40,4,1,5
0,15,5,688006,20,2,3,5
0,15,6,204409,40,4,0,4
0,15,7,204409,40,4,0,4
0,15,8,259213,40,4,6,10
0,15,9,259213,40,4,6,10
0,15,10,565595,20,2,7,9
0,15,11,823748,40,4,4,8
0,15,12,823748,40,4,4,8
0,15,13,183328,20,2,6,8
0,15,14,376676,20,2,4,6
0,15,15,175768,20,2,4,6
0,15,16,253659,20,2,3,5
0,15,17,893455,20,2,2,4
0,15,18,721959,20,2,0,2
0,16,0,929598,20,2,0,2
0,16,8,157589,20,2,4,6
0,16,9,747281,20,2,3,5
